Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado,Año,Mes,Fecha_Pub_DOF,Clave ciudad,Nombre ciudad,División,Grupo,Clase,Subclase,Clave genérico,Genérico,Consecutivo,Especificación,Precio promedio,Cantidad,Unidad,Estatus
2015,21,Puebla,115,Cholula,163,Tepatlaxco de Hidalgo,4,Bovino,6,Leche,904.77,0,7.25,6555.706,0,2015,2,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,8,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",17,1,LT,DESENCADENADO
2015,21,Puebla,115,Cholula,163,Tepatlaxco de Hidalgo,6,Caprino,6,Leche,14.985,0,8.09,121.167,0,2015,2,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,9,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1 LT",13.98,1,LT,
2015,21,Puebla,115,Cholula,164,Tepeaca,4,Bovino,6,Leche,6716.675,0,7.16,48056.068,0,2015,2,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,115,Cholula,164,Tepeaca,6,Caprino,6,Leche,15.066,0,8.12,122.266,0,2015,2,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2015,21,Puebla,115,Cholula,175,Tianguismanalco,4,Bovino,6,Leche,1553.19,0,7.3,11345.271,0,2015,2,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.68,1,LT,
2015,21,Puebla,115,Cholula,175,Tianguismanalco,6,Caprino,6,Leche,9.243,0,8.92,82.489,0,2015,2,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,115,Cholula,180,Tlahuapan,4,Bovino,6,Leche,12622.21,0,7.03,88676.755,0,2015,2,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,115,Cholula,180,Tlahuapan,6,Caprino,6,Leche,8.08,0,8.69,70.176,0,2015,2,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA 2000, ULTRAPASTEURIZADA, SEMI, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,115,Cholula,181,Tlaltenango,4,Bovino,6,Leche,1007.972,0,7.79,7852.53,0,2015,1,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,4,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.3,1,LT,
2015,21,Puebla,115,Cholula,181,Tlaltenango,6,Caprino,6,Leche,0.553,0,8.69,4.804,0,2015,1,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,5,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1.86 LT",14.95,1,LT,
2015,21,Puebla,115,Cholula,188,Tochimilco,4,Bovino,6,Leche,883.61,0,7.39,6527.919,0,2015,1,20/03/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,5,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1.86 LT",14.95,1,LT,
2015,21,Puebla,115,Cholula,188,Tochimilco,6,Caprino,6,Leche,7.07,0,9.15,64.672,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,1,"SANTA CLARA, PASTEURIZADA, ENTERA, BOTE DE 1.89 LT",15.61,1,LT,
2015,21,Puebla,115,Cholula,193,Tzicatlacoyan,4,Bovino,6,Leche,691.705,0,7.2,4980.689,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,2,"LALA, ULTRAPASTEURIZADA, DESLACTOSADA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,115,Cholula,193,Tzicatlacoyan,6,Caprino,6,Leche,14.401,0,8.08,116.393,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,3,"LECHE Y PAN, ULTRAPASTEURIZADA, 12 BOTES DE 1 LT",11.02,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,3,Acatlán,4,Bovino,6,Leche,92.307,0,10.69,987.073,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,4,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.3,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,31,Coatzingo,4,Bovino,6,Leche,1.798,0,9.21,16.564,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,5,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1.86 LT",14.95,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,47,Chiautla,4,Bovino,6,Leche,333.687,0,10.11,3374.411,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,6,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,51,Chietla,4,Bovino,6,Leche,71.494,0,9.04,646.579,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,7,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.1,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,59,Chinantla,4,Bovino,6,Leche,1.721,0,8.89,15.291,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,8,"LALA, ULTRAPASTEURIZADA, ENTERA, 12 BOTES DE 1 LT",14.46,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,73,Huehuetlán El Chico,4,Bovino,6,Leche,253.424,0,9.67,2450.766,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,9,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1 LT",13,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,85,Izúcar de Matamoros,4,Bovino,6,Leche,596.126,0,9.17,5464.584,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,112,Petlalcingo,4,Bovino,6,Leche,68.149,0,11.55,787.074,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,133,San Martín Totoltepec,4,Bovino,6,Leche,3.298,0,9.33,30.785,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.23,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,155,Tecomatlán,4,Bovino,6,Leche,36.758,0,9.52,349.965,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,166,Tepeojuma,4,Bovino,6,Leche,298.266,0,8.89,2652.173,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,168,Tepexco,4,Bovino,6,Leche,8.713,0,9.43,82.122,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA 2000, ULTRAPASTEURIZADA, SEMI, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,116,Izúcar de Matamoros,185,Tlapanalá,4,Bovino,6,Leche,15.338,0,9.79,150.104,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,1,"SANTA CLARA, PASTEURIZADA, ENTERA, BOTE DE 1.89 LT",15.61,1,LT,
2015,21,Puebla,117,Tecamachalco,4,Acatzingo,4,Bovino,6,Leche,4101.462,0,5.13,21055.5,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,2,"LALA, ULTRAPASTEURIZADA, DESLACTOSADA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,4,Acatzingo,6,Caprino,6,Leche,14.39,0,6.92,99.567,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,3,"LECHE Y PAN, ULTRAPASTEURIZADA, 12 BOTES DE 1 LT",11.02,1,LT,
2015,21,Puebla,117,Tecamachalco,18,Atexcal,4,Bovino,6,Leche,30.668,0,5.48,168.196,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,4,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.3,1,LT,
2015,21,Puebla,117,Tecamachalco,18,Atexcal,6,Caprino,6,Leche,29.696,0,4.5,133.642,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,5,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1.86 LT",14.95,1,LT,
2015,21,Puebla,117,Tecamachalco,20,Atoyatempan,4,Bovino,6,Leche,18960.437,0,4.91,93009.143,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,6,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,20,Atoyatempan,6,Caprino,6,Leche,2.007,0,4.21,8.451,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,7,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16.1,1,LT,
2015,21,Puebla,117,Tecamachalco,37,Coyotepec,4,Bovino,6,Leche,15.468,0,5.49,84.862,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,8,"LALA, ULTRAPASTEURIZADA, ENTERA, 12 BOTES DE 1 LT",14.46,1,LT,
2015,21,Puebla,117,Tecamachalco,37,Coyotepec,6,Caprino,6,Leche,8.179,0,4.5,36.816,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,9,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1 LT",13,1,LT,
2015,21,Puebla,117,Tecamachalco,38,Cuapiaxtla de Madero,4,Bovino,6,Leche,1657.773,0,4.96,8229.189,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,38,Cuapiaxtla de Madero,6,Caprino,6,Leche,2.62,0,6.82,17.876,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2015,21,Puebla,117,Tecamachalco,52,Chigmecatitlán,4,Bovino,6,Leche,6.317,0,5.48,34.635,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.23,1,LT,
2015,21,Puebla,117,Tecamachalco,52,Chigmecatitlán,6,Caprino,6,Leche,1.879,0,4.5,8.455,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,65,General Felipe Ángeles,4,Bovino,6,Leche,3558.606,0,4.96,17649.305,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,65,General Felipe Ángeles,6,Caprino,6,Leche,17.25,0,6.8,117.26,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA 2000, ULTRAPASTEURIZADA, SEMI, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,70,Huatlatlauca,4,Bovino,6,Leche,20.595,0,5.49,112.968,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,70,Huatlatlauca,6,Caprino,6,Leche,11.995,0,4.5,53.983,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2015,21,Puebla,117,Tecamachalco,79,Huitziltepec,4,Bovino,6,Leche,7172.367,0,4.55,32649.598,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.23,1,LT,
2015,21,Puebla,117,Tecamachalco,79,Huitziltepec,6,Caprino,6,Leche,9.956,0,4.22,41.983,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,82,Ixcaquixtla,4,Bovino,6,Leche,79.009,0,5.49,433.334,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,82,Ixcaquixtla,6,Caprino,6,Leche,20.564,0,4.5,92.549,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA 2000, ULTRAPASTEURIZADA, SEMI, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,92,Juan N. Méndez,4,Bovino,6,Leche,36.41,0,5.49,199.744,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,92,Juan N. Méndez,6,Caprino,6,Leche,5.988,0,4.5,26.961,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2015,21,Puebla,117,Tecamachalco,95,La Magdalena Tlatlauquitepec,4,Bovino,6,Leche,39.733,0,5.5,218.372,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.23,1,LT,
2015,21,Puebla,117,Tecamachalco,95,La Magdalena Tlatlauquitepec,6,Caprino,6,Leche,15.116,0,4.5,68.041,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,97,Mixtla,4,Bovino,6,Leche,88.631,0,4.97,440.842,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,97,Mixtla,6,Caprino,6,Leche,0.75,0,6.83,5.121,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA 2000, ULTRAPASTEURIZADA, SEMI, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,98,Molcaxac,4,Bovino,6,Leche,46.795,0,5.48,256.643,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,98,Molcaxac,6,Caprino,6,Leche,17.28,0,4.5,77.768,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
2015,21,Puebla,117,Tecamachalco,110,Palmar de Bravo,4,Bovino,6,Leche,15654.879,0,5.25,82151.001,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,12,"BORDEN, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.23,1,LT,
2015,21,Puebla,117,Tecamachalco,110,Palmar de Bravo,6,Caprino,6,Leche,75.824,0,6.82,516.872,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,13,"ALPURA 2000, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,115,QUECHOLAC,4,Bovino,6,Leche,2710.9,0,5.14,13928.431,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,14,"SANTA CLARA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,115,QUECHOLAC,6,Caprino,6,Leche,24.641,0,6.15,151.471,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,15,"ALPURA 2000, ULTRAPASTEURIZADA, SEMI, BOTE DE 1 LT",16,1,LT,
2015,21,Puebla,117,Tecamachalco,118,Los Reyes de Juárez,4,Bovino,6,Leche,1962.201,0,4.97,9756.059,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,10,"ALPURA, PASTEURIZADA, CLASICA, ENTERA, BOTE DE 1 LT",15,1,LT,
2015,21,Puebla,117,Tecamachalco,118,Los Reyes de Juárez,6,Caprino,6,Leche,1.03,0,6.68,6.884,0,2015,1,20/02/2015 00:00,11,"Puebla, Pue."," 1. Alimentos, bebidas y tabaco", 1.1. Alimentos," 1.1.4. Leche, derivados de leche y huevo", 11 Leche pasteurizada y fresca,30,Leche pasteurizada y fresca,11,"LALA, ULTRAPASTEURIZADA, ENTERA, BOTE DE 1 LT",15.5,1,LT,
